Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6141432_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.2745,115.7025,GMT +8,mAHD,6141432,6141432,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,377806.199131298,6428398.51728977,0.0000,0.0000
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142828_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.151321,115.763847,GMT +8,mAHD,6142828,6142828,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383426.960219618,6442122.0487638,4.0843,-4.0843
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142829_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.144304,115.761111,GMT +8,mAHD,6142829,6142829,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383159.978092863,6442896.96165806,9.9070,-9.9070
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142830_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Active,-32.140024,115.762558,GMT +8,mAHD,6142830,6142830,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383291.001810487,6443372.99582154,5.9675,-5.9675
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142831_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.145133,115.755587,GMT +8,mAHD,6142831,6142831,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382640.03428173,6442799.05349636,11.0334,-11.0334
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142832_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.145072,115.750286,GMT +8,mAHD,6142832,6142832,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382139.986552307,6442800.02487466,11.0978,-11.0978
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142833_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.144985,115.739685,GMT +8,mAHD,6142833,6142833,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,381140.027503778,6442798.01489936,9.9234,-9.9234
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142834_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.150507,115.758037,GMT +8,mAHD,6142834,6142834,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,382877.980830729,6442205.97913882,11.2117,-11.2117
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142835_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.155463,115.763951,GMT +8,mAHD,6142835,6142835,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383442.040909399,6441662.99412567,9.9097,-9.9097
Department of Water and Environmental Regulation,DWER,Estuary,CSMWQ,DWER-CSMWQ,s6142836_Ammonium_Integrated_DATA.csv,data-warehouse/csv/dwer/csmwq,Inactive,-32.159352,115.763103,GMT +8,mAHD,6142836,6142836,Integrated,Water Column,Water Surface,,NaN,wir@water.wa.gov.au,var00025,Water Quality (Nutrient), ,yyyy-mm-dd HH:MM:SS,Decimal,Ammonium (mg/L),String,383367.024491347,6441230.95456226,10.0687,-10.0687
