Variable Name,Min Date,Max Date,Number of Samples
FLOW_var00142,01/01/2000 00:00:00,28/11/2020 00:00:00,5635.000
FLOW_var00143,01/01/2000 00:00:00,31/03/2021 00:00:00,11757.000
FLOW_var00144,01/01/2000 00:00:00,28/11/2020 00:00:00,5635.000
FLOW_var00145,01/01/2000 00:00:00,31/03/2021 00:00:00,11757.000
FLOW_var00146,01/01/2000 00:00:00,31/03/2021 00:00:00,11761.000
FLOW_var00147,01/01/2000 00:00:00,31/03/2021 00:00:00,11745.000
FLOW_var00148,01/01/2000 00:00:00,31/03/2021 00:00:00,11761.000
FLOW_var00149,01/01/2000 00:00:00,31/03/2021 00:00:00,11761.000
FLOW_var00150,01/01/2000 00:00:00,31/03/2021 00:00:00,11745.000
FLOW_var00151,01/01/2000 00:00:00,31/03/2021 00:00:00,11761.000
