Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160121_Cloud_Cover_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Inactive
Lat,-31.891316425
Long,115.975159240
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160121
Site Description,6160121
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00133
Data Classification,WQ Grab
Sampling Rate (min),13888.9333
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Variable,Cloud Cover (%)
QC,String
