Agency Name,Department of Water and Environmental Regulation
Agency Code,DWER
Program,Estuary
Project,SWANEST
Data File Name,6160259_Wind_Speed_DATA.csv
Location,data-warehouse/csv/dwer/swanest
Station Status,Active
Lat,-32.007068688
Long,115.808949832
Time Zone,GMT +8
Vertical Datum,mAHD
National Station ID,6160259
Site Description,6160259
Bad or Unavailable Data Value,NaN
Contact Email,wir@water.wa.gov.au
Variable ID,var00130
Data Classification,WQ Grab
Sampling Rate (min),10452.3781
Date,dd-mm-yyyy HH:MM:SS
Depth,Decimal
Wind Speed (m/s),Decimal
QC,String
